Ticker,Security,Start Date,End Date,Period,Period 2,Currency,DATE 1,Best Div Yld,Best_EV,CUR_MKT_CAP,YEARLY DATA,NET_DEBT,BEST_EPS,BEST_EBITDA
TSLA,TSLA US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,812332.278,822000.2784,44561,-8834,1.904,3498.111
TXN,TXN US Equity,44631,44631,D,Q,USD,44631,2.774,154007.477,157335.4775,44561,-1533,1.89,2306.5
TXT,TXT US Equity,44631,44631,D,Q,USD,44631,0.116,16462.33,14967.8297,44561,1263,0.811,366.667
TMO,TMO US Equity,44631,44631,D,Q,USD,44631,0.218,236590.979,207257.3117,44561,31862,4.921,2631.167
TJX,TJX US Equity,44631,44631,D,Q,USD,44631,1.906,70143.52,73278.5197,44561,6280.2,0.626,1307.889
TSCO,TSCO US Equity,44631,44631,D,Q,USD,44631,1.514,25634.992,25545.1925,44561,3041.264,1.332,269.857
TT,TT US Equity,44631,44631,D,Q,USD,44631,1.801,37609.874,34757.4741,44561,3126.2,1.148,477
TDG,TDG US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,49514.284,34607.7839,44561,15222,3.759,620.143
TRV,TRV US Equity,44631,44631,D,Q,USD,44631,2.103,#N/A N/A,41955.9222,44561,6860,3.347,#N/A N/A
TRMB,TRMB US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,17132.083,16447.0829,44561,1123.9,0.705,239.125
TFC,TFC US Equity,44631,44631,D,Q,USD,44631,3.451,#N/A N/A,75888.8027,44561,18482,1.116,#N/A N/A
TWTR,TWTR US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,28004.158,26421.1585,44561,-847.108,0.153,304.056
TYL,TYL US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,17385.687,16469.6871,44561,1026.701,1.891,116.4
TSN,TSN US Equity,44631,44631,D,Q,USD,44631,2.214,38031,31766.5004,44561,6408,1.475,1119.222
USB,USB US Equity,44631,44631,D,Q,USD,44631,3.575,#N/A N/A,78187.2818,44561,16186,1.023,#N/A N/A
UDR,UDR US Equity,44631,44631,D,Q,USD,44631,2.668,24841.147,18026.5095,44561,5604.308,0.064,217.143
ULTA,ULTA US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,19418.825,19943.825,44561,1415.196,4.295,385.727
UAA,UAA US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,6368.281,6950.7814,44561,-165.147,0.16,141.978
UA,UA US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,#N/A N/A,6950.7814,44561,-165.147,0.67,644
UNP,UNP US Equity,44631,44631,D,Q,USD,44631,1.836,196099.815,166561.8152,44561,30482,2.504,2878.444
UAL,UAL US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,33746.807,11284.3074,44561,20960,-2.6,-131.25
UNH,UNH US Equity,44631,44631,D,Q,USD,44631,1.267,483661.571,454331.9706,44561,26369,5.589,7776.6
UPS,UPS US Equity,44631,44631,D,Q,USD,44631,2.988,187479.807,177472.8071,44561,14935,2.808,3769.7
URI,URI US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,32344.586,23299.9864,44561,10417,4.561,1053
UHS,UHS US Equity,44631,44631,D,Q,USD,44631,0.536,15707.199,11270.1906,44561,4444.095,2.787,456.333
VLO,VLO US Equity,44631,44631,D,Q,USD,44631,4.276,48174.531,37520.8638,44561,11003,1.071,1375.75
VTR,VTR US Equity,44631,44631,D,Q,USD,44631,3.224,35758.932,23370.5237,44561,12075.053,0.016,417.1
VRSN,VRSN US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,#N/A N/A,22491.7841,44561,584.874,1.49,#N/A N/A
VRSK,VRSK US Equity,44631,44631,D,Q,USD,44631,0.692,29699.447,29359.9468,44561,3329.7,1.403,375
VZ,VZ US Equity,44631,44631,D,Q,USD,44631,4.86,371445.867,222652.567,44561,175009,1.358,12311.571
VRTX,VRTX US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,63954.296,60202.2959,44561,-6557.5,3.272,#N/A N/A
VFC,VFC US Equity,44631,44631,D,Q,USD,44631,3.794,24545.953,20806.2392,44561,5012.478,0.585,381.333
VTRS,VTRS US Equity,44631,44631,D,Q,USD,44631,4.79,31563.954,12119.9543,44561,22635.8,0.92,1600
V,V US Equity,44631,44631,D,Q,USD,44631,0.767,#N/A N/A,425779.9611,44561,628,1.655,4704.556
VNO,VNO US Equity,44631,44631,D,Q,USD,44631,4.812,#N/A N/A,8861.4652,44561,7225.928,0.145,160
VMC,VMC US Equity,44631,44631,D,Q,USD,44631,0.896,#N/A N/A,23281.1417,44561,4432.6,0.801,297.083
WAB,WAB US Equity,44631,44631,D,Q,USD,44631,0.674,#N/A N/A,16498.2318,44561,3903,1.111,350.75
WMT,WMT US Equity,44631,44631,D,Q,USD,44631,1.577,433128.913,394084.9125,44561,42563,1.672,9464.8
WBA,WBA US Equity,44631,44631,D,Q,USD,44631,4.068,56926.625,40953.625,44561,35080,1.382,1750.556
WM,WM US Equity,44631,44631,D,Q,USD,44631,1.717,76195.021,62797.4502,44561,13810,1.169,1221.3
WAT,WAT US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,19605.574,18939.5736,44561,1032.114,2.415,219.333
WEC,WEC US Equity,44631,44631,D,Q,USD,44631,3.068,45899.785,29606.6851,44561,15606.6,1.565,860
WFC,WFC US Equity,44631,44631,D,Q,USD,44631,2.109,#N/A N/A,184891.5697,44561,-100879,0.776,#N/A N/A
WELL,WELL US Equity,44631,44631,D,Q,USD,44631,2.744,56059.748,40796.3761,44561,14407.633,0.197,516.857
WST,WST US Equity,44631,44631,D,Q,USD,44631,0.2,#N/A N/A,26979.8159,44561,-437.3,2.22,239
WDC,WDC US Equity,44631,44631,D,Q,USD,44631,0.945,18232.742,14175.1712,44561,5112,1.966,1018.2
WRK,WRK US Equity,44631,44631,D,Q,USD,44631,2.344,19518.033,11397.1832,44561,7941.9,1.043,828.5
WY,WY US Equity,44631,44631,D,Q,USD,44631,5.419,33695.634,29569.6342,44561,3342,0.427,596.75
WHR,WHR US Equity,44631,44631,D,Q,USD,44631,3.38,14066.947,10838.9469,44561,3163,6.27,695.5
WMB,WMB US Equity,44631,44631,D,Q,USD,44631,5.348,63301.077,38777.41,44561,22159,0.314,1404.833
WTW,WTW US Equity,44631,44631,D,Q,USD,44631,1.466,28743.658,25989.9914,44561,1004,2.657,527.833
WYNN,WYNN US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,17219.797,8381.7943,44561,9554.125,-0.827,230.6
XEL,XEL US Equity,44631,44631,D,Q,USD,44631,2.743,62407.82,38296.3202,44561,24570,0.701,1106.667
XYL,XYL US Equity,44631,44631,D,Q,USD,44631,1.414,16157.333,15043.3332,44561,1403,0.581,205.222
YUM,YUM US Equity,44631,44631,D,Q,USD,44631,1.927,44498.804,33596.929,44561,11641,1.145,595.25
ZBRA,ZBRA US Equity,44631,44631,D,Q,USD,44631,#N/A N/A,21058.495,20492.4952,44561,813,4.414,321.75
ZBH,ZBH US Equity,44631,44631,D,Q,USD,44631,0.832,30814.414,24854.464,44561,6879.8,1.806,618.455
ZION,ZION US Equity,44631,44631,D,Q,USD,44631,2.398,11149.04,9732.5874,44561,-10834,1.065,#N/A N/A
ZTS,ZTS US Equity,44631,44631,D,Q,USD,44631,0.685,#N/A N/A,87451.4288,44561,3299,1.296,1124
